DATE,CCLACBW027SBOG
2022-11-30,935.5114
2022-12-07,934.1595
2022-12-14,936.2642
2022-12-21,936.582
2022-12-28,936.4171
2023-01-04,942.4259
2023-01-11,944.6114
2023-01-18,950.0542
2023-01-25,950.3897
2023-02-01,951.84
2023-02-08,954.3279
2023-02-15,957.1378
2023-02-22,960.2284
2023-03-01,958.1362
2023-03-08,965.1121
2023-03-15,968.2839
2023-03-22,973.8607
2023-03-29,975.5482
2023-04-05,976.1162
2023-04-12,976.6656
2023-04-19,983.1513
