"Date","Price","Open","High","Low","Vol.","Change %"
"05/22/2012","2,839.08","2,853.87","2,867.34","2,823.22","467.04M","-0.29%"
"05/21/2012","2,847.21","2,782.55","2,848.83","2,774.76","486.21M","2.46%"
"05/18/2012","2,778.79","2,814.43","2,827.28","2,774.45","582.49M","-1.24%"
"05/17/2012","2,813.69","2,874.71","2,879.22","2,813.69","506.33M","-2.10%"
"05/16/2012","2,874.04","2,904.67","2,913.90","2,872.25","484.88M","-0.68%"
"05/15/2012","2,893.76","2,902.30","2,930.68","2,889.39","444.74M","-0.30%"
"05/14/2012","2,902.58","2,907.78","2,924.89","2,898.90","430.21M","-1.06%"
"05/11/2012","2,933.82","2,919.35","2,960.38","2,918.74","421.69M","0.01%"
"05/10/2012","2,933.64","2,950.21","2,950.21","2,923.14","489.46M","-0.04%"
"05/09/2012","2,934.71","2,912.41","2,948.77","2,900.18","509.41M","-0.39%"
"05/08/2012","2,946.27","2,939.36","2,952.65","2,900.06","530.99M","-0.39%"
"05/07/2012","2,957.76","2,940.41","2,970.20","2,939.21","429.48M","0.05%"
"05/04/2012","2,956.34","3,001.15","3,001.48","2,956.34","465.45M","-2.25%"
"05/03/2012","3,024.30","3,061.13","3,061.38","3,016.20","471.78M","-1.16%"
"05/02/2012","3,059.85","3,035.07","3,061.47","3,028.94","447.33M","0.31%"
"05/01/2012","3,050.44","3,044.79","3,085.40","3,041.62","469.88M","0.13%"
"04/30/2012","3,046.36","3,060.06","3,063.66","3,043.25","444.23M","-0.74%"
"04/27/2012","3,069.20","3,060.34","3,076.44","3,043.30","441.28M","0.61%"
"04/26/2012","3,050.61","3,029.62","3,056.77","3,027.79","443.71M","0.69%"
"04/25/2012","3,029.63","3,013.65","3,031.41","3,010.57","453.37M","2.30%"
"04/24/2012","2,961.60","2,967.37","2,979.08","2,950.38","447.85M","-0.30%"
"04/23/2012","2,970.45","2,969.00","2,973.38","2,946.04","459.48M","-1.00%"
"04/20/2012","3,000.45","3,023.73","3,034.69","2,999.01","561.76M","-0.24%"
"04/19/2012","3,007.56","3,028.20","3,058.72","2,994.94","504.69M","-0.79%"
"04/18/2012","3,031.45","3,031.82","3,045.04","3,023.91","407.01M","-0.37%"
"04/17/2012","3,042.82","3,002.02","3,052.76","2,999.49","403.18M","1.82%"
"04/16/2012","2,988.40","3,027.57","3,027.57","2,975.87","417.64M","-0.76%"
"04/13/2012","3,011.33","3,045.08","3,045.42","3,010.77","388.07M","-1.45%"
"04/12/2012","3,055.55","3,023.11","3,059.26","3,020.44","378.72M","1.30%"
"04/11/2012","3,016.46","3,020.15","3,030.51","3,008.75","412.66M","0.84%"
"04/10/2012","2,991.22","3,044.67","3,055.20","2,987.00","508.81M","-1.83%"
"04/09/2012","3,047.08","3,037.28","3,058.76","3,032.22","371.85M","-1.08%"
"04/05/2012","3,080.50","3,061.75","3,083.38","3,061.14","483.01M","0.40%"
"04/04/2012","3,068.09","3,085.46","3,086.35","3,052.58","474.23M","-1.46%"
"04/03/2012","3,113.57","3,119.65","3,128.25","3,097.41","469.96M","-0.20%"
"04/02/2012","3,119.70","3,085.94","3,123.03","3,079.78","454.67M","0.91%"
"03/30/2012","3,091.57","3,110.97","3,111.55","3,079.05","519.08M","-0.12%"
"03/29/2012","3,095.36","3,087.25","3,099.80","3,069.81","449.58M","-0.31%"
"03/28/2012","3,104.96","3,123.84","3,130.56","3,086.93","457.81M","-0.49%"
"03/27/2012","3,120.35","3,124.06","3,134.17","3,119.03","401.79M","-0.07%"
"03/26/2012","3,122.57","3,090.52","3,122.57","3,090.05","400.28M","1.78%"
"03/23/2012","3,067.92","3,066.37","3,070.93","3,044.67","391.25M","0.15%"
"03/22/2012","3,063.32","3,055.00","3,068.50","3,050.70","385.90M","-0.39%"
"03/21/2012","3,075.32","3,077.44","3,090.08","3,069.09","393.08M","0.04%"
"03/20/2012","3,074.15","3,060.93","3,078.72","3,050.82","378.43M","-0.14%"
"03/19/2012","3,078.32","3,057.24","3,087.10","3,050.89","383.48M","0.75%"
"03/16/2012","3,055.26","3,058.49","3,060.82","3,047.69","792.07M","-0.04%"
"03/15/2012","3,056.37","3,048.58","3,059.81","3,037.82","428.06M","0.51%"
"03/14/2012","3,040.73","3,042.21","3,051.37","3,024.73","428.47M","0.03%"
"03/13/2012","3,039.88","3,003.71","3,039.89","2,996.46","436.87M","1.88%"
"03/12/2012","2,983.66","2,989.05","2,994.10","2,973.65","342.13M","-0.16%"
"03/09/2012","2,988.34","2,975.09","2,993.98","2,973.96","403.43M","0.60%"
"03/08/2012","2,970.42","2,954.40","2,976.05","2,945.73","420.62M","1.18%"
